"Code","Type","Category","Color","ENG","GER","ITA","JAP","SPA","FRE"
"c076","Minieuro","Era III","Blue","While this card is on your Player Board, add 3 Strength Points to your Champion.","Befindet sich diese Karte auf dem Spielertableau erhält Dein Held 3 zusätzliche Stärkepunkte.","Mentre questa carta è sulla tua Plancia Giocatore, aggiungi 3 Punti Forza al tuo Campione.","このアップグレードを装備中に、自分のチャンピオンが＋3バトルポイントになります。","Mientras esta carta esté sobre tu Tablero de Jugador, suma 3 Puntos de Fuerza a tu Campeón.","Tant que cette carte est sur votre tableau de bord, ajoutez 3 à la Force de votre Champion."
"c077","Minieuro","Era III","Blue","While this card is on your Player Board, whenever one of your Golems Travels, it may carry one of your other units that has not yet traveled this turn. The carried unit must start in the same region as your Golem.","Befindet sich diese Karte auf dem Spielertableau dürfen Deine Golems bei Bewegung eine Einheit transportieren, die sich noch nicht bewegt hat. Beide müssen in der selben Region starten.","Mentre questa carta è sulla tua Plancia Giocatore, ogni volta che uno dei tuoi Golem Viaggia, può portare con sé una delle tue altre unità che non abbia già viaggiato in questo turno. L’unità che porta con sé deve iniziare nella stessa regione del tuo Golem.","このアップグレードを装備中に、自分のゴーレムを1個移動するたびに現在の手番中にまだ移動していないもう1個のユニットを一緒に連れていくことができます。このユニットの移動元が同じである必要があります。","Mientras esta carta esté sobre tu Tablero de Jugador, cuando uno de tus Gólems Viaje, puede llevar con él una de tus unidades que no haya viajado este turno. La unidad llevada debe partir de la misma región que tu Gólem.","Quand cette carte est sur votre tableau de bord, chaque fois qu’un de vos Golems Voyage, il peut emmener une autre unité alliée de la même Région et qui n’a pas déjà Voyagé ce tour-ci."
"c078","Minieuro","Era III","Blue","While this card is on your Player Board, whenever you play an Objective Card, you do not have to pay its Energy cost.","Befindet sich diese Karte auf dem Spielertableau musst Du beim Spielen einer Zielkarte keine Energiepunkte bezahlen.","Mentre questa carta è sulla tua Plancia Giocatore, ogni volta che giochi una Carta Obiettivo non devi pagare i suoi costi di Energia.","このアップグレードを装備中に、目的のコマンドカードをプレイするたびにそのカードのエネルギーコストを払う必要はありません。","Mientras esta carta esté sobre tu Tablero de Jugador, cuando juegues una Carta de Objetivo, no tienes que pagar su coste de Energía.","Tant que cette carte est sur votre tableau de bord, chaque fois que vous jouez une carte Objectif, vous n’avez pas à payer son coût en points d’Énergie."
"c079","Minieuro","Era III","Blue","While this card is on your Player Board, whenever you Deploy a Fortification, gain 4 Glory Points.","Befindet sich diese Karte auf dem Spielertableau erhältst Du beim Einsetzen einer Festung 4 Ruhmespunkte.","Mentre questa carta è sulla tua Plancia Giocatore, ogni volta che Schieri una Fortificazione ottieni 4 Punti Gloria.","このアップグレードを装備中に、とりでを1個配置するたびに4グローリーポイントが取得できます。","Mientras esta carta esté sobre tu Tablero de Jugador, cuando Despliegues una Fortificación, gana 4 Puntos de Gloria.","Tant que cette carte est sur votre tableau de bord, gagnez 4 points de Gloire chaque fois que vous déployez une Fortification."
"c080","Minieuro","Era III","Blue","While this card is on your Player Board, add 1 Strength Point to each of your Troops.","Befindet sich diese Karte auf dem Spielertableau erhält jeder Deiner Kämpfer 1 zusätzlichen Stärkepunkt.","Mentre questa carta è sulla tua Plancia Giocatore, aggiungi 1 Punto Forza a ognuna delle tue Truppe.","このアップグレードを装備中に、自分の部隊が全て＋1バトルポイントになります。","Mientras esta carta esté sobre tu Tablero de Jugador, suma 1 Punto de Fuerza a cada una de tus Tropas.","Tant que cette carte est sur votre tableau de bord, ajoutez 1 à la Force de vos Troupes."
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"h01","Poker","Hero","Gray","Anuth: When you Start a Battle in the region where Anuth is, or if Anuth is on an Island attacked by a Monster, he receives 2 additional Strength Points until the end of the Battle or the end of the Monster’s attack.","Anuth: Wenn Du einen Kampf in der Region beginnst, in der sich Anuth befindet oder er sich auf einer Insel befindet, die von einem Monster angegriffen wird, erhält er 2 Stärkepunkte bis zum Ende des Kampfes/Angriffs.","Anuth: quando Inizi una Battaglia nella regione dove si trova Anuth o se Anuth è su un’Isola attaccata da un Mostro, riceve 2 Punti Forza addizionali fino alla fine della Battaglia o alla fine dell’attacco del Mostro.","アヌト: アヌトが配置されているリージョンでバトルを開始する場合、またはモンスターに攻撃される浮遊島にアヌトが配置されている場合、アヌトがバトルやモンスター攻撃の終了まで追加で2バトルポイントをもらいます。","Anuth: Cuando Inicies una Batalla en la región en la que esté Anuth o si Anuth está en una Isla atacada por un Monstruo, Anuth recibe 2 Puntos de Fuerza adicionales hasta el final de la batalla o el final del ataque del Monstruo.","Quand vous commencez une bataille dans la Région où se trouve Anuth (ou qu’Anuth se trouve sur l’Île attaquée par un Monstre), il reçoit 2 points de Force additionnels jusqu’à la fin de la bataille ou de l’attaque du Monstre."
"h02","Poker","Hero","Gray","Celethe: When Celethe is on an Island attacked by a Monster, if the Monster loses, the player controlling Celethe doubles their reward.","Celethe: Wenn Celethe sich auf einer Insel befindet, die von einem Monster angegriffen wird, erhält Celethes Spieler bei Sieg über das Monster die doppelte Belohnung.","Celethe: quando Celethe si trova su un’Isola attaccata da un Mostro, se il Mostro viene sconfitto, il giocatore che controlla Celethe raddoppia la sua ricompensa.","セレシ: モンスターに攻撃される浮遊島にセレシが配置されていてモンスターが倒される場合、セレシのプレイヤーがバトルの報酬を2回もらいます。","Celethe: Cuando Celethe esté en una Isla atacada por un Monstruo, si el Monstruo pierde, el jugador que controle a Celethe duplica su recompensa.","Quand Celethe est sur une Île attaquée par un Monstre, si le Monstre perd, le contrôleur de Celethe double sa récompense."
"h03","Poker","Hero","Gray","Leheir: When you Start a Battle, Leheir gives you 1 extra Glory Point for each unit which are removed or retreat (including your own), and for each Champion that becomes wounded.","Leheir: Wenn Du einen Kampf beginnst, erhältst Du von Leheir für jede entfernte oder geflohene Einheit (auch eigene), sowie jeden verwundeten Helden 1 zusätzlichen Ruhmespunkt.","Leheir: quando Inizi una Battaglia, Leheir fornisce 1 Punto Gloria extra per ogni unità rimossa o ritirata (incluse le tue) e per ogni Campione che viene ferito.","レハイル: レハイルのプレイヤーがバトルを開始した場合、バトルリージョンから外されるユニット、撤退したユニットと負傷したチャンピオンごとに（自分のユニットもも含めて）追加で1グローリーポイントをもらいます。 ","Leheir: Cuando Inicies una Batalla, Leheir te proporciona 1 Punto de Gloria extra por cada unidad que se retire o se bata en retirada (incluidas las tuyas) y por cada otro Campeón que sea herido.","Quand vous commencez une bataille, Leheir vous donne 1 point de Gloire additionnel pour chaque unité retirée ou ayant fait retraite (y compris les vôtres) et pour chaque Champion blessé à la fin du conflit."
"h04","Poker","Hero","Gray","Telron: At the very beginning of each Era (before Champions are restored), Telron gives you 4 extra Energy Points if not wounded.","Telron: Zu Beginn jeder Ära (bevor Helden geheilt werden) gibt dir Telron 4 zusätzliche Energiepunkte wenn er nicht verwundet ist.","Telron: all’inizio di ogni Era (prima che i Campioni vengano ripristinati), Telron fornisce 4 Punti Energia extra se non è ferito.","テルロン: 各時代の開始時に（チャンピオンを通常状態に戻す前に）、テルロンのプレイヤーが追加で4エネルギーポイントをもらいます。（テルロンが負傷していない限り）","Telron: Al inicio de cada Era (antes de que los Campeones se restablezcan), si no está herido, Telron te proporciona 4 Puntos de Energía extra.","Au début de chaque Ère (avant que les Champions ne soient soignés), Telron vous accorde 4 points d’Énergie additionnels s’il n’est pas blessé."
"h05","Poker","Hero","Gray","CR-2T1: At the end of each Era, you receive 3 extra Glory Points for each 2 regions you control.","CR-2T1: Am Ende einer Ära erhältst Du 3 zusätzliche Ruhmespunkte für je 2 Regionen, die Du kontrollierst.","CR-2T1: alla fine di ogni Era, ricevi 3 Punti Gloria extra per ogni regione che controlli.","CR-2T1: 各時代の終了時に、CR-2TIのプレイヤーが支配している2つのリージョンごとに追加で3グローリーポイントをもらいます。","CR-2T1: Al final de cada Era, recibes 3 Puntos de Gloria extra por cada 2 regiones que controles.","À la fin de chaque Ère, vous recevez 3 points de Gloire additionnels toutes les 2 Régions que vous contrôlez."
"h06","Poker","Hero","Gray","Sanya: When you Start a Battle or Face an Encounter, you may first choose to take the card on top of the Era Deck of the current Era and add it to your hand, at no cost.","Sanya: Wenn Du einen Kampf beginnst oder eine Begegnung hast, darfst Du die oberste Karte des aktuellen Ärastapels kostenlos auf die Hand nehmen.","Sanya: quando Inizi una Battaglia o Affronti un Incontro, puoi prima scegliere di prendere la carta in cima al Mazzo Era dell’attuale Era e aggiungerla alla tua mano, senza pagare alcun costo.","サニャ: サニャのプレイヤーがバトルを開始する時に、またはエンカウンターを行う時に、そのアクションを行う前にコマンドデッキのトップカードを無料で取って自分の手札にすることができます。","Sanya: Cuando Inicies una Batalla o Afrontes un Encuentro, primero puedes elegir coger la carta superior del Mazo de Era de la Era actual y añadirla a tu mano sin coste.","Quand vous commencez une bataille ou affrontez une Rencontre, vous pouvez tout d’abord prendre la première carte de la pile de l’Ère actuelle et l’ajouter gratuitement à votre main."
"h07","Poker","Hero","Gray","Kolbor & Malabor: When you Move an Island, you can perform one of any of the Attunements available, regardless of which Island you moved.","Kolbor & Malabor: Beim Bewegen einer Insel kannst Du jede der möglichen Einstimmungen Durchführen, unabhängig davon, welche Insel Du bewegt hast.","Kolbor e Malabor: quando Sposti un’Isola puoi scegliere una qualsiasi Carta Armonizzazione disponibile indipendentemente da quale Isola tu abbia spostato.","コルボー＆マラボー: コルボー＆マラボーのプレイヤーが浮遊島を動かす時に、どの浮遊島を動かすかに関わらず、ゲームボード上に残っている任意の同調カードで同調を行うことができます。","Kolbor & Malabor: Cuando Muevas una Isla, puedes realizar uno de los Ajustes disponibles, sin importar qué Isla hayas movido.","Quand vous déplacez une Île, vous pouvez accomplir n’importe quelle Harmonisation parmi celles disponibles, sans être limité par l’Île déplacée."
,,,,,,,,,
"a01","Poker","Attunement","Gray","Attune to the anomaly. Receive 3 Glory Points for each Upgrade Card in play on your Player Board.","Einstimmung. Erhalte 3 Ruhmespunkte für jede Verbesserungskarte auf Deinem Spielertableau.","Armonizzati con l'anomalia. Ricevi 3 Punti Gloria per ogni Carta Miglioria in gioco sulla tua Plancia Giocatore.","このアノマリーに同調すると、装備中のアップグレードカード1枚ごとに3グローリーポイントを取得します。","Recibe 3 Puntos de Gloria por cada Carta de Mejora en juego sobre tu Tablero de Jugador.","Harmonisations. Recevez 3 points de Gloire pour chaque carte Amélioration en jeu sur votre tableau de bord."
"a02","Poker","Attunement","Gray","Attune to the anomaly. Receive 4 Glory Points for each Encounter you faced.","Einstimmung. Erhalte 4 Ruhmespunkte für jede Begegnung, die Du bisher hattest. ","Armonizzati con l'anomalia. Ricevi 4 Punti Gloria per ogni Incontro che hai affrontato.","このアノマリーに同調すると、今まで行ったエンカウンターごとに4グローリーポイントを取得します。 ","Recibe 4 Puntos de Gloria por cada Encuentro que hayas afrontado.","Harmonisations. Recevez 4 points de Gloire pour chaque Rencontre que vous avez faite."
"a03","Poker","Attunement","Gray","Attune to the anomaly. Receive 3 Glory Points for each region you control.","Einstimmung. Erhalte 3 Ruhmespunkte für jede Region, die Du gerade kontrollierst. ","Armonizzati con l'anomalia. Ricevi 3 Punti Gloria per ogni regione che controlli.","このアノマリーに同調すると、自分が支配しているリージョンごとに3グローリーポイントを取得します。","Recibe 3 Puntos de Gloria por cada región que controles.","Harmonisations. Recevez 3 points de Gloire pour chaque Région que vous contrôlez."
"a04","Poker","Attunement","Gray","Attune to the anomaly. Receive 2 Glory Points for each of your Troops currently deployed.","Einstimmung. Erhalte 2 Ruhmespunkte für jeden Deiner Kämpfer auf dem Spielplan.","Armonizzati con l'anomalia. Ricevi 2 Punti Gloria per ognuna delle tue Truppe attualmente schierate.","このアノマリーに同調すると、ゲームボード上に配置されている自分の部隊ごとに2グローリーポイントを取得します。","Recibe 2 Puntos de Gloriapor cada Tropa que tengas desplegada actualmente. ","Harmonisations. Recevez 2 points de Gloire pour chacune de vos Troupes actuellement déployées."
"a05","Poker","Attunement","Gray","Attune to the anomaly. Receive 2 Glory Points for each Command Card in your discard pile.","Einstimmung. Erhalte 2 Ruhmespunkte für jede Befehlskarte auf Deinem Ablagefeld.","Armonizzati con l'anomalia. Ricevi 2 Punti Gloria per ogni Carta Comando nella tua pila degli scarti.","このアノマリーに同調すると、自分の捨札に入っているコマンドカード1枚ごとに2グローリーポイントを取得します。","Recibe 2 Puntos de Gloria por cada Carta de Mando en tu pila de descartes.","Harmonisations. Recevez 2 points de Gloire pour chaque carte Commandement dans votre défausse."
"a06","Poker","Attunement","Gray","Attune to the anomaly. Receive 4 Glory Points for each Accessory Card in play on your Player Board.","Einstimmung. Erhalte 4 Ruhmespunkte für jede Zusatzkarte auf Deinem Spielertableau.","Armonizzati con l'anomalia. Ricevi 4 Punti Gloria per ogni Carta Accessorio in gioco sulla tua Plancia Giocatore.","このアノマリーに同調すると、装備中のアイテムカード1枚ごとに4グローリーポイントを取得します。","Recibe 4 Puntos de Gloriapor cada Carta Accesoria en juego sobre tu Tablero de Jugador.","Harmonisations. Recevez 4 points de Gloire pour chaque carte Accessoire en jeu sur votre tableau de bord."
"a07","Poker","Attunement","Gray","Attune to the anomaly. Receive 2 Glory Points for each Experience Point you currently possess.","Einstimmung. Erhalte 2 Ruhmespunkte für jeden Erfahrungspunkt, den Du gerade besitzt. ","Armonizzati con l'anomalia. Ricevi 2 Punti Gloria per ogni Punto Esperienza che possiedi attualmente.","このアノマリーに同調すると、自分が現在持っている1経験ポイントごとに2グローリーポイントを取得します。","Recibe 2 Puntos de Gloria por cada Punto de Experiencia que tengas actualmente.","Harmonisations. Recevez 2 points de Gloire pour chacun de vos points d’Expérience actuels."
"a08","Poker","Attunement","Gray","Attune to the anomaly. Receive 1 Glory Point for each region where you have at least one unit.","Einstimmung. Erhalte 1 Ruhmespunkt für jede Region, in der Du mindestens eine Einheit besitzt.","Armonizzati con l'anomalia. Ricevi 1 Punto Gloria per ogni regione dove hai almeno un’unità.","このアノマリーに同調すると、自分のユニットが1個以上配置されているリージョンごとに1グローリーポイントをもらいます。","Recibe 1 Punto de Gloria por cada región en la que tengas al menos una unidad.","Harmonisations. Recevez 1 point de Gloire pour chaque Région où vous avez au moins une unité."
"a09","Poker","Attunement","Gray","Attune to the anomaly. Receive 3 Glory Points for each of your Golems currently deployed.","Einstimmung. Erhalte 3 Ruhmespunkte für jeden Deiner Golems auf dem Spielplan. ","Armonizzati con l'anomalia. Ricevi 3 Punti Gloria per ognuno dei tuoi Golem attualmente schierati. ","このアノマリーに同調すると、ゲームボード上に配置されている自分のゴーレムごとに3グローリーポイントを取得します。","Recibe 3 Puntos de Gloria por cada Gólem que tengas desplegado actualmente.","Harmonisations. Recevez 3 points de Gloire pour chacun de vos Golems actuellement déployés."
"a10","Poker","Attunement","Gray","Attune to the anomaly. At the end of this Era, receive 8 Glory Points for each Monster defeated (even if you did not take part in the attack).","Einstimmung. Erhalte am Ende dieser Ära 8 Ruhmespunkte für jedes in dieser Ära besiegte Monster (selbst wenn Du nicht am Kampf teilgenommen hast).","Armonizzati con l'anomalia. Alla fine di questa Era, ricevi 8 Punti Gloria per ogni Mostro sconfitto (anche se non hai preso parte all’attacco).","このアノマリーに同調すると、プレイ中の時代が終了した時に倒されたモンスターごとに8グローリーポイントを取得します。（自分が参加しなかったモンスターとのバトルでも）","Al final de esta Era, recibe 8 Puntos  de Gloria por cada Monstruo derrotado (incluso si no formaste parte del ataque).","Harmonisations. À la fin de cette Ère, recevez 8 points de Gloire pour chaque Monstre vaincu."
,,,,,,,,,
"en01","Poker","Encounter","Gray","Gain 6 Glory Points. Axe: Remove a Fortification from each Opponent / Boots: Gain 2 Experience Points.","Erhalte 6 Ruhmespunkte. Axt: Entferne 1 Festung jedes Gegners / Stiefel: Erhalte 2 Erfahrungspunkte.","Ottieni 6 Punti Gloria. Ascia: Rimuovi una Fortificazione da ogni Avversario / Stivali: Ottieni 2 Punti Esperienza.","6グローリーポイントを取得します。斧：他の各プレイヤーのとりでをゲームボードから1個外します。 / 靴：2経験ポイントを取得します。","Gana 6 Puntos de Gloria. Hacha: Retira una Fortificación de cada oponente. Botas: Gana 2 Puntos de Experiencia.","Gagnez 6 points de Gloire. Hache : retirez une Fortification à chaque adversaire. Bottes : gagnez 2 points d’Expérience."
"en02","Poker","Encounter","Gray","Gain 6 Glory Points. Dialogue: Gain 3 Command Points / Chest: Meditate.","Erhalte 6 Ruhmespunkte. Gespräch: Erhalte 3 Befehlspunkte / Truhe: Meditieren.","Ottieni 6 Punti Gloria. Dialogo: Ottieni 3 Punti Comando / Scrigno: Medita.","6グローリーポイントを取得します。会話：3コマンドポイントを取得します。 / 宝箱：「資源を得る」アクションを行います。","Gana 6 Puntos de Gloria. Diálogo: Gana 3 Puntos de Mando. Cofre: Medita.","Gagnez 6 points de Gloire. Dialogue : gagnez 3 points de Commandement. Coffre : méditez (Action Standard)."
"en03","Poker","Encounter","Gray","Gain 6 Glory Points. Boots: Construct 1 Troop and 1 Golem / Chest: Gain 3 Glory Points for each Crystal Field region you control.","Erhalte 6 Ruhmespunkte. Stiefel: Erschaffe 1 Kämpfer und 1 Golem / Truhe: Erhalte 3 Ruhmespunkte für jede Kristallregion, die Du kontrollierst.","Ottieni 6 Punti Gloria. Stivali: Costruisci 1 Truppa e 1 Golem / Scrigno: Ottieni 3 Punti Gloria per ogni regione Campo di Cristallo che controlli.","6グローリーポイントを取得します。靴：部隊1個とゴーレム1個を採用します。 / 宝箱：自分が支配しているクリスタルフィールドのリージョンごとに3グローリーポイントを取得します。","Gana 6 Puntos de Gloria. Botas: Crea 1 Tropa y 1 Gólem. Cofre: Gana 3 Puntos de Gloria por cada región de Campo Cristales que controles.","Gagnez 6 points de Gloire. Bottes : construisez 1 Troupe et 1 Golem. Coffre : gagnez 3 points de Gloire pour chaque Champ cristallin que vous contrôlez."
"en04","Poker","Encounter","Gray","Gain 7 Glory Points. Axe: Gain 3 Glory Points for each Forest region you control / Dialogue: Gain 1 Experience Point and Travel with your Champion.","Erhalte 7 Ruhmespunkte. Axt: Erhalte 3 Ruhmespunkte für jede Waldregion, die Du kontrollierst / Gespräch: Erhalte 1 Erfahrungspunkt und bewege Deinen Helden.","Ottieni 7 Punti Gloria. Ascia: Ottieni 3 Punti Gloria per ogni regione Foresta che controlli / Dialogo: Ottieni 1 Punto Esperienza e Viaggia con il tuo Campione.","7グローリーポイントを取得します。斧：自分が支配している森のリージョンごとに3グローリーポイントを取得します。 / 会話：1経験ポイントを取得して自分のチャンピオンを移動します。","Gana 7 Puntos de Gloria. Hacha: Gana 3 Puntos de Gloria por cada región de Bosque que controles. Diálogo: Gana 1 Punto de Experiencia y Viaja con tu Campeón.","Gagnez 7 points de Gloire. Hache : gagnez 3 points de Gloire pour chaque Forêt que vous contrôlez. Dialogue : gagnez 1 point d’Expérience et faites Voyager votre Champion."
"en05","Poker","Encounter","Gray","Gain 7 Glory Points. Boots: Gain 2 Command Points / Chest: Gain 1 Energy Point and Develop.","Erhalte 7 Ruhmespunkte. Stiefel: Erhalte 2 Befehlspunkte / Truhe: Erhalte 1 Energiepunkt und Entwickle.","Ottieni 7 Punti Gloria. Stivali: Ottieni 2 Punti Comando / Scrigno: Ottieni 1 Punto Energia e Sviluppa.","7グローリーポイントを取得します。靴：2コマンドポイントを取得します。 / 宝箱：1エネルギーポイントを取得して「コマンドカードを購入する」アクションを行います。","Gana 7 Puntos de Gloria. Botas: Gana 2 Puntos de Mando. Cofre: Gana 1 Punto de Energía y Desarrolla.","Gagnez 7 points de Gloire. Bottes : gagnez 2 points de Commandement. Coffre: gagnez 1 point d’Énergie et développez."
"en06","Poker","Encounter","Gray","Gain 7 Glory Points. Chest: Gain 3 Energy Points / Boots: Draw 1 card from the top of the Era Deck.","Erhalte 7 Ruhmespunkte. Truhe: Erhalte 3 Energiepunkte / Stiefel: Ziehe 1 Karte vom Ärastapel.","Ottieni 7 Punti Gloria. Scrigno: Ottieni 3 Punti Energia / Stivali: Pesca la prima carta del Mazzo Era.","7グローリーポイントを取得します。宝箱：3エネルギーポイントを取得します。 / 靴：コマンドデッキからトップカードを引いて自分の手札に追加します。","Gana 7 Puntos de Gloria. Cofre: Gana 3 Puntos de Energía. Botas: Roba la carta superior del Mazo de Era.","Gagnez 7 points de Gloire. Coffre : gagnez 3 points d’Énergie. Bottes : piochez la première carte de la pile d’Ère."
"en07","Poker","Encounter","Gray","Gain 8 Glory Points. Axe: Gain 1 Glory Point and Start a Battle in any region with at least 1 Opponent / Boots: Construct 1 Troop or Travel with 1 Troop you control. ","Erhalte 8 Ruhmespunkte. Axt: Erhalte 1 Ruhmespunkt und beginne einen Kampf in einer beliebigen Region / Stiefel: Erschaffe 1 Kämpfer oder bewege 1 eigenen Kämpfer.","Ottieni 8 Punti Gloria. Ascia: Ottieni 1 Punto Gloria e Inizia una Battaglia in una qualsiasi regione con almeno 1 Avversario / Costruisci 1 Truppa o Viaggia con 1 Truppa che controlli.","8グローリーポイントを取得します。斧：1グローリーポイントを取得して1人以上の他プレイヤーのユニットが配置されているリージョンにてバトルを開始します。 / 靴：自分の部隊1個の採用か移動を行います。","Gana 8 Puntos de Gloria. Hacha: Gana 1 Punto de Gloria e Inicia una Batalla en cualquier región con al menos 1 Oponente. Botas: Crea 1 Tropa o Viaja con 1 Tropa que controles.","Gagnez 8 points de Gloire. Hache : gagnez 1 point de Gloire et commencez une bataille dans une Région contenant au moins 1 adversaire. Bottes : construisez 1 troupe ou faites Voyager 1 des Troupes que vous contrôlez."
"en08","Poker","Encounter","Gray","Gain 8 Glory Points. Dialogue: Gain 1 Energy Point and 1 Command Point / Boots: Remove 1 Troop from each Opponent.","Erhalte 8 Ruhmespunkte. Gespräch: Erhalte 1 Energiepunkt und 1 Befehlspunkt / Stiefel: Entferne 1 Kämpfer jedes Gegners.","Ottieni 8 Punti Gloria. Dialogo: Ottieni 1 Punto Energia e 1 Punto Comando / Stivali: Rimuovi 1 Truppa da ogni Avversario.","8グローリーポイントを取得します。会話：1エネルギーポイントと1コマンドポイントを取得します。 / 靴：他の各プレイヤーの部隊をゲームボードから1個外します。","Gana 8 Puntos de Gloria. Diálogo: Gana 1 Punto de Energía y 1 Punto de Mando. Botas: Retira 1 Tropa de cada Oponente.","Gagnez 8 points de Gloire. Dialogue : gagnez 1 point d’Énergie et 1 point de Commandement. Bottes: retirez une Troupe à chaque adversaire."
"en09","Poker","Encounter","Gray","Gain 8 Glory Points. Chest: Discard a Tactic Card to gain X Glory Points, where X is equal to the number of Command Points of the discarded card / Dialogue: Construct or Deploy 1 Troop.","Erhalte 8 Ruhmespunkte. Truhe: Wirf eine Taktikkarte ab um X Ruhmespunkte zu erhalten. X ist die Anzahl der Befehlspunkte dieser Karte / Gespräch: Erschaffe oder setze 1 Kämpfer ein.","Ottieni 8 Punti Gloria. Scrigno: Scarta una Carta Tattica per ottenere X Punti Gloria, dove X è uguale al numero di Punti Comando sulla carta scartata / Dialogo: Costruisci o Schiera 1 Truppa.","8グローリーポイントを取得します。宝箱：自分の手札から戦術のコマンドカードを1枚捨札に捨ててXグローリーポイントを取得します。「X」は捨てたコマンドカード上のコマンドポイント数と同じです。 / 会話：自分の部隊1個の採用か配置を行います。","Gana 8 Puntos de Gloria. Cofre: Descarta una Carta de Táctica para ganar X Puntos de Gloria, siendo X igual al número de Puntos de Mando de la carta descartada. Diálogo: Crea o Despliega 1 Tropa.","Gagnez 8 points de Gloire. Coffre : défaussez une carte Tactique pour gagner X points de Gloire, où X est le nombre de points de Commandement indiqué sur la carte défaussée. Dialogue : construisez ou déployez 1 Troupe."
"en10","Poker","Encounter","Gray","Gain 7 Glory Points. Dialogue: Gain 3 Glory Points for each Land of Myst region you control / Boots: Choose 1 Golem and 1 Troop you control, then Travel to any region.","Erhalte 7 Ruhmespunkte. Gespräch: Erhalte 3 Ruhmespunkte für jede Nebelregion, die Du kontrollierst / Stiefel: Bewege 1 Deiner Golems und 1 Deiner Kämpfer in beliebige Regionen.","Ottieni 7 Punti Gloria. Dialogo: Ottieni 3 Punti Gloria per ogni regione Terra Nebbiosa che controlli / Stivali: Scegli 1 Golem e 1 Truppa che controlli, possono Viaggiare verso qualsiasi regione.","7グローリーポイントを取得します。会話：自分が支配しているミストランドのリージョンごとに3グローリーポイントを取得します。 / 靴：自分のゴーレム1個と部隊1個を任意のリージョンに移動します。","Gana 7 Puntos de Gloria. Diálogo: Gana 3 Puntos de Gloria por cada región de Tierra Nublada que controles. Botas: Elige 1 Gólem y 1 Tropa que controles para que Viajen a cualquier región.","Gagnez 7 points de Gloire. Dialogue : gagnez 3 points de Gloire pour chaque Région Terre brumeuse que vous contrôlez. Bottes : choisissez 1 Golem et 1 Troupe que vous contrôlez et faites-les Voyager vers n’importe quelle Région."
"en11","Poker","Encounter","Gray","Gain 7 Glory Points. Axe: Remove 1 Golem from each Opponent / Chest: Gain 3 Glory Points.","Erhalte 7 Ruhmespunkte. Axt: Entferne 1 Golem jedes Gegners / Truhe: Erhalte 3 Ruhmespunkte.","Ottieni 7 Punti Gloria. Ascia: Rimuovi 1 Golem da ogni Avversario / Scrigno: Ottieni 3 Punti Gloria.","7グローリーポイントを取得します。斧：他の各プレイヤーのゴーレムをゲームボードから1個外します。 / 宝箱：3グローリーポイントを取得します。","Gana 7 Puntos de Gloria. Hacha: Retira 1 Gólem de cada Oponente. Cofre: Gana 3 Puntos de Gloria.","Gagnez 7 points de Gloire. Hache : retirez 1 Golem à chaque adversaire. Coffre : gagnez 3 points de Gloire."
"en12","Poker","Encounter","Gray","Gain 7 Glory Points. Chest: Gain 1 Energy Point / Axe: Recharge your Artefact or gain 1 Command Point.","Erhalte 7 Ruhmespunkte. Truhe: Erhalte 1 Energiepunkt / Axt: Lade Dein Artefakt auf oder erhalte 1 Befehlspunkt.","Ottieni 7 Punti Gloria. Scrigno: Ottieni 1 Punto Energia / Ascia: Ricarica il tuo Artefatto oppure ottieni 1 Punto Comando.","7グローリーポイントを取得します。宝箱：1エネルギーポイントを取得します。 / 斧：アーチファクトタイルをチャージするか1コマンドポイントを取得します。","Gana 7 Puntos de Gloria. Cofre: Gana 1 Punto de Energía. Hacha: Recarga tu Artefacto o gana 1 Punto de Mando.","Gagnez 7 points de Gloire. Coffre : gagnez 1 point d’Énergie. Hache : rechargez votre Artefact ou gagnez 1 point de Commandement."
"en13","Poker","Encounter","Gray","Gain 7 Glory Points. Chest: Develop / Boots: Construct 1 Golem or Travel with 1 Golem you control.","Erhalte 7 Ruhmespunkte. Truhe: Entwickeln / Stiefel: Erschaffe oder bewege 1 eigenen Golem.","Ottieni 7 Punti Gloria. Scrigno: Sviluppa / Stivali: Costruisci 1 Golem o Viaggia con 1 Golem che controlli.","7グローリーポイントを取得します。宝箱：「コマンドカードを購入する」アクションを行います。 / 靴：自分のゴーレム1個の採用か移動を行います。","Gana 7 Puntos de Gloria. Cofre: Desarrolla. Botas: Crea 1 Gólem o Viaja con 1 Gólem que controles.","Gagnez 7 points de Gloire. Coffre : développez (Action Standard). Bottes : construisez 1 Golem ou faites Voyager 1 Golem que vous contrôlez."
